# normalized_time, B2_par, B2_perp, E2_par, E2_perp, two_stream_growth, oblique_growth, filamentation_growth
1.167227484254889802e+01, 1.180520617936176766e-08, 4.443445935112474185e-04, 2.097812469835367882e-04, 2.686977271195065109e-04, 1.202682970556369080e+00, 2.444887284213508138e+01, 1.801580320771684285e+02
1.177289790153638904e+01, 1.190082596981757832e-08, 4.606045499752033827e-04, 2.108244369633846646e-04, 2.724555237826980472e-04, 1.204597950398785144e+00, 2.513197334495603741e+01, 1.884078176740115111e+02
1.187352096052388006e+01, 1.285773780233806325e-08, 4.886930056981803223e-04, 2.269311047191904991e-04, 2.912122479333454066e-04, 1.206515979380406112e+00, 2.583415964776325424e+01, 1.970353769488257853e+02
1.197414401951137108e+01, 1.303888874302415455e-08, 4.989234553704845589e-04, 2.288570384565950127e-04, 2.983256272508479426e-04, 1.208437062356244152e+00, 2.655596500702426965e+01, 2.060580088907905463e+02
1.207476707849886033e+01, 1.397947709938847086e-08, 5.348227837051261957e-04, 2.436200798638191460e-04, 3.168269849330568040e-04, 1.210361204189041473e+00, 2.729793757837041568e+01, 2.154938046433397574e+02
1.217539013748635135e+01, 1.429999430568774733e-08, 5.406355187317228627e-04, 2.518858043344881516e-04, 3.279544111978192141e-04, 1.212288409749283202e+00, 2.806064083287888522e+01, 2.253616837784429379e+02
1.227601319647384237e+01, 1.512930904351458248e-08, 5.848144895061279215e-04, 2.596123384239489061e-04, 3.402650083076116743e-04, 1.214218683915209152e+00, 2.884465398498558031e+01, 2.356814322319523853e+02
1.237663625546133161e+01, 1.580086959920333421e-08, 5.922442107641425922e-04, 2.786751957555953655e-04, 3.650048765818696898e-04, 1.216152031572827363e+00, 2.965057243235394679e+01, 2.464737419760868136e+02
1.247725931444882264e+01, 1.628127593977763230e-08, 6.277298330778345202e-04, 2.789118132594456943e-04, 3.656518763084778620e-04, 1.218088457615924769e+00, 3.047900820803372568e+01, 2.577602525085918046e+02
1.257788237343631366e+01, 1.748824433406034388e-08, 6.634299426948409104e-04, 3.014497179509181921e-04, 3.984527820931647391e-04, 1.220027966946080955e+00, 3.133059044525288783e+01, 2.695635942417715114e+02
1.267850543242380468e+01, 1.757723516910806787e-08, 6.677370817994841314e-04, 3.088124649305972196e-04, 4.075752238010452145e-04, 1.221970564472679710e+00, 3.220596585519595578e+01, 2.819074338783882467e+02
1.277912849141129392e+01, 1.925712788780906943e-08, 7.323136700858900484e-04, 3.208032494256116054e-04, 4.233897804935038466e-04, 1.223916255112922347e+00, 3.310579921813138071e+01, 2.948165218654100954e+02
