# normalized_time, B2_par, B2_perp, E2_par, E2_perp, two_stream_growth, oblique_growth, filamentation_growth
5.125557286773799959e+00, 9.446184929851421623e-12, 2.735745136852276247e-07, 1.158752400016068553e-07, 4.258533085741478902e-07, 1.637559428164550690e+00, 1.297181132287756178e+01, 5.171024058716781013e+01
5.180670805986421712e+00, 9.565062505281668035e-12, 2.827462986326325286e-07, 1.174572530349098761e-07, 4.343479094507108967e-07, 1.646266967428376971e+00, 1.333424319834158212e+01, 5.395132471470530788e+01
5.235784325199042577e+00, 9.680982428088175419e-12, 2.938560294074454068e-07, 1.201787324891493386e-07, 4.436452662702673142e-07, 1.655020808059180615e+00, 1.370680140551693604e+01, 5.628953579446098132e+01
5.290897844411664330e+00, 9.777137086751082885e-12, 3.032821829473107168e-07, 1.216950018574845488e-07, 4.540390068260759777e-07, 1.663821196259306801e+00, 1.408976887369564679e+01, 5.872908323773332029e+01
5.346011363624286084e+00, 9.829728185919920365e-12, 3.149885679827853626e-07, 1.246416101060570219e-07, 4.649129406708945861e-07, 1.672668379540253492e+00, 1.448343643720252061e+01, 6.127435888863744395e+01
5.401124882836906949e+00, 9.818934505467623680e-12, 3.262998338954674359e-07, 1.262265544371662303e-07, 4.759255904515423499e-07, 1.681562606729633869e+00, 1.488810305626144626e+01, 6.392994493061068795e+01
5.456238402049528702e+00, 9.747711430872366696e-12, 3.405416933750460764e-07, 1.289872004541508228e-07, 4.871332213228331409e-07, 1.690504127978173843e+00, 1.530407604403270660e+01, 6.670062213557991981e+01
5.511351921262150455e+00, 9.649277587318356790e-12, 3.552631098168306851e-07, 1.311729800433801170e-07, 4.996301828505936153e-07, 1.699493194766747761e+00, 1.573167129999363922e+01, 6.959137847064170046e+01
5.566465440474772208e+00, 9.567293974213420700e-12, 3.699505580024720788e-07, 1.341042474485809100e-07, 5.126611239850628788e-07, 1.708530059913451860e+00, 1.617121354984000803e+01, 7.260741807775023915e+01
5.621578959687393073e+00, 9.528556368487322159e-12, 3.869432969407170555e-07, 1.370296101560506185e-07, 5.261175195842700413e-07, 1.717614977580713909e+00, 1.662303659209016615e+01, 7.575417064257787558e+01
5.676692478900014827e+00, 9.537080018483345527e-12, 4.031021363654962742e-07, 1.394302139660457121e-07, 5.404787330343876214e-07, 1.726748203282442384e+00, 1.708748355157938192e+01, 7.903730116941557071e+01
5.731805998112636580e+00, 9.589107769296139382e-12, 4.211168889496515601e-07, 1.434644675747583026e-07, 5.564243550579233132e-07, 1.735929993891211831e+00, 1.756490714003670206e+01, 8.246272017970989054e+01
5.786919517325257445e+00, 9.686865335698792846e-12, 4.375457724840714540e-07, 1.457595342467881644e-07, 5.737089582234545960e-07, 1.745160607645488415e+00, 1.805566992394239278e+01, 8.603659435259807253e+01
5.842033036537879198e+00, 9.826736142455584101e-12, 4.560232528171141231e-07, 1.497495397235199491e-07, 5.907549932155721343e-07, 1.754440304156892783e+00, 1.856014459986930731e+01, 8.976535762659533191e+01
5.897146555750500951e+00, 9.987308169034692034e-12, 4.766623679729057935e-07, 1.533093940964377580e-07, 6.078608046808043689e-07, 1.763769344417500884e+00, 1.907871427751721072e+01, 9.365572278242117932e+01
5.952260074963122705e+00, 1.013409099092744695e-11, 4.983793173960008240e-07, 1.567546984269689463e-07, 6.252725800650616877e-07, 1.773147990807184771e+00, 1.961177277065515057e+01, 9.771469352781781481e+01
6.007373594175743570e+00, 1.023724182096355405e-11, 5.231227318768223504e-07, 1.616508114250401258e-07, 6.434171970012434148e-07, 1.782576507100992691e+00, 2.015972489619268515e+01, 1.019495771061148872e+02
6.062487113388365323e+00, 1.028303208993042633e-11, 5.480655252696537624e-07, 1.645208184597773944e-07, 6.621169598677241448e-07, 1.792055158476566490e+00, 2.072298678160723284e+01, 1.063679974512403277e+02
6.117600632600987076e+00, 1.026989772177960532e-11, 5.767899497465500563e-07, 1.697743200038385596e-07, 6.816334682139532467e-07, 1.801584211521601420e+00, 2.130198618096080665e+01, 1.109779089128605420e+02
6.172714151813607941e+00, 1.020502170011578412e-11, 6.057762357393163659e-07, 1.734430110662059350e-07, 7.033923891465617249e-07, 1.811163934241342144e+00, 2.189716279974634006e+01, 1.157876105763571957e+02
6.227827671026229694e+00, 1.009717892027941291e-11, 6.361105969501006983e-07, 1.775309301703678536e-07, 7.274071260046331945e-07, 1.820794596066121818e+00, 2.250896862881019800e+01, 1.208057612034220796e+02
6.282941190238851448e+00, 9.956177494395553135e-12, 6.679572705135273863e-07, 1.821839692494684402e-07, 7.533340574004174974e-07, 1.830476467858939138e+00, 2.313786828760439818e+01, 1.260413948201656495e+02
6.338054709451473201e+00, 9.796870126245501064e-12, 7.010115676418065737e-07, 1.868362213954843158e-07, 7.796404000792015315e-07, 1.840209821923076250e+00, 2.378433937702937939e+01, 1.315039369808040703e+02
6.393168228664094066e+00, 9.641546565029701564e-12, 7.388310381206411680e-07, 1.925204843525587649e-07, 8.061301655639429384e-07, 1.849994932009758175e+00, 2.444887284213509204e+01, 1.372032217362014421e+02
6.448281747876715819e+00, 9.514910651733839092e-12, 7.779195816016348854e-07, 1.985411375868134391e-07, 8.337703826417773726e-07, 1.859832073325850654e+00, 2.513197334495605872e+01, 1.431495093378165109e+02
6.503395267089337572e+00, 9.429028049859277056e-12, 8.204364037518919118e-07, 2.058090246741785048e-07, 8.634185385929976835e-07, 1.869721522541601955e+00, 2.583415964776327556e+01, 1.493535047089262662e+02
6.558508786301959326e+00, 9.380052105516519408e-12, 8.635968469205689309e-07, 2.120023073704212953e-07, 8.953203571734162026e-07, 1.879663557798422868e+00, 2.655596500702429097e+01, 1.558263767163779505e+02
6.613622305514580191e+00, 9.349433831268070006e-12, 9.096958909052820993e-07, 2.199318673400446929e-07, 9.279312644538719681e-07, 1.889658458716711120e+00, 2.729793757837044055e+01, 1.625797782775654525e+02
6.668735824727201944e+00, 9.316312405458070982e-12, 9.603668491619972425e-07, 2.273214087380177676e-07, 9.613554776955974105e-07, 1.899706506403712858e+00, 2.806064083287891009e+01, 1.696258673388264526e+02
6.723849343939823697e+00, 9.268677954597261505e-12, 1.013355024273829676e-06, 2.344982496273848531e-07, 9.965290301961107513e-07, 1.909807983461432324e+00, 2.884465398498560518e+01, 1.769773287630295044e+02
6.778962863152444562e+00, 9.208259510289286612e-12, 1.070410573936832073e-06, 2.436460780611032116e-07, 1.034595688592024403e-06, 1.919963173994577499e+00, 2.965057243235397522e+01, 1.846473971657520963e+02
6.834076382365066316e+00, 9.149227614887223878e-12, 1.128343769363464502e-06, 2.509780411640445291e-07, 1.075068261604966226e-06, 1.930172363618551490e+00, 3.047900820803375410e+01, 1.926498807411614962e+02
6.889189901577688069e+00, 9.099680142435056000e-12, 1.191510552591437470e-06, 2.608618266732131318e-07, 1.116509398005977958e-06, 1.940435839467485213e+00, 3.133059044525291625e+01, 2.009991861204937891e+02
6.944303420790309822e+00, 9.053689735861818695e-12, 1.258947056118638130e-06, 2.698435241651074849e-07, 1.159691193089864707e-06, 1.950753890202313601e+00, 3.220596585519598420e+01, 2.097103443078795237e+02
6.999416940002930687e+00, 8.991685343278811556e-12, 1.330645977559775102e-06, 2.791736454223768090e-07, 1.205457859036131314e-06, 1.961126806018893998e+00, 3.310579921813140913e+01, 2.187990377402100250e+02
7.054530459215552440e+00, 8.901314720638297699e-12, 1.407087075532904280e-06, 2.907399189756688119e-07, 1.254097161770590300e-06, 1.971554878656167187e+00, 3.403077388826105221e+01, 2.282816285197575326e+02
7.109643978428174194e+00, 8.795775505639107266e-12, 1.487484697855633317e-06, 3.013514920320130223e-07, 1.304191152671428860e-06, 1.982038401404363714e+00, 3.498159231267507607e+01, 2.381751878703786076e+02
7.164757497640795059e+00, 8.704972661484130661e-12, 1.575878991299005111e-06, 3.146359869757737112e-07, 1.355677023986594094e-06, 1.992577669113251737e+00, 3.595897656480648408e+01, 2.484975268703258564e+02
7.219871016853416812e+00, 8.658481576718020789e-12, 1.669000841419724528e-06, 3.283157553768207363e-07, 1.410238539984651239e-06, 2.003172978200430165e+00, 3.696366889279036627e+01, 2.592672285169974771e+02
7.274984536066038565e+00, 8.661632755181363726e-12, 1.768234612385242284e-06, 3.437135303046432798e-07, 1.468491240385271230e-06, 2.013824626659665995e+00, 3.799643228314418053e+01, 2.705036811813517375e+02
